iter	MultiClass
291	0.5619965987
292	0.5616666659
293	0.5614536467
294	0.5611128968
295	0.560844101
296	0.5605707681
297	0.5601108222
298	0.5597977907
299	0.5593512292
300	0.5590617457
301	0.558564134
302	0.5582549452
303	0.5579406199
304	0.557537238
305	0.5571652688
306	0.5568835228
307	0.5562173958
308	0.5557447302
309	0.5552879863
310	0.5548299988
311	0.5543842377
312	0.5540922696
313	0.5537969401
314	0.5532946877
315	0.5529740631
316	0.5527264397
317	0.552327707
318	0.5519782799
319	0.551717438
320	0.5514858725
321	0.5511994304
322	0.5507680727
323	0.5505725949
324	0.5502585893
325	0.5499915677
326	0.5496157855
327	0.5493134971
328	0.5489542631
329	0.5486524843
330	0.5481463674
331	0.5477920056
332	0.5475315655
333	0.547033798
334	0.5466793574
335	0.5463817943
336	0.545906391
337	0.5455513074
338	0.5453241093
339	0.5450137315
340	0.5447943246
341	0.5443296933
342	0.5439870645
343	0.543618545
344	0.5431340287
345	0.5429277146
346	0.5426971218
347	0.5423321587
348	0.5419551104
349	0.5417205396
350	0.5414041624
351	0.5411178081
352	0.5408934689
353	0.5406248992
354	0.54032496
355	0.5399448847
356	0.5396624791
357	0.5393617817
358	0.5391095533
359	0.5388250569
360	0.5385504784
361	0.5382968005
362	0.5380854033
363	0.5376710241
364	0.5374019277
365	0.5371575371
366	0.536930217
367	0.5366655478
368	0.5364790057
369	0.5360286065
370	0.5358789542
371	0.5356310009
372	0.5354123053
373	0.5351936153
374	0.5349214055
375	0.5346805828
376	0.5344973346
377	0.5342245598
378	0.5339205567
379	0.5335439073
380	0.5332903867
381	0.533100005
382	0.5328363501
383	0.5326219098
384	0.5324026897
385	0.5320713067
386	0.5316251968
387	0.5314233792
388	0.5312111803
389	0.530926965
390	0.5306272917
391	0.5303691008
392	0.530110708
393	0.5299756667
394	0.5298059129
395	0.5296419909
396	0.5293097538
397	0.5289633447
398	0.5285418542
399	0.5283259929
400	0.528133579
401	0.52782679
402	0.5275657752
403	0.5273600538
404	0.5272229424
405	0.5269702472
406	0.5266944834
407	0.5264473159
408	0.5260899359
409	0.5258463394
410	0.5255377318
411	0.5253463789
412	0.5251376376
413	0.5249780911
414	0.5246366867
415	0.5244440656
416	0.5240677613
417	0.523818361
418	0.5236215455
419	0.523360445
420	0.5231205829
421	0.5226845854
422	0.5225096208
423	0.5221901162
424	0.5220279751
425	0.5217485274
426	0.5214904586
427	0.5211857845
428	0.5209044889
429	0.5205577543
430	0.5203482656
431	0.5200253893
432	0.5198039674
433	0.519460097
434	0.5192842137
435	0.519116632
436	0.518863158
437	0.5186649884
438	0.5184675602
439	0.518278436
440	0.5179798365
441	0.5177820423
442	0.5174512698
443	0.5172563178
444	0.5170040586
445	0.5167546636
446	0.5165765148
447	0.5163246397
448	0.5160489286
449	0.5158790616
450	0.515762179
451	0.5155633751
452	0.5152693623
453	0.5151321417
454	0.5147787824
455	0.5146254743
456	0.5141369857
457	0.5138829742
458	0.5136486519
459	0.5133460557
460	0.5131737701
461	0.5129884005
462	0.5127836753
463	0.5125138579
464	0.512187745
465	0.5119912231
466	0.5117358415
467	0.5115007452
468	0.511268553
469	0.5110136362
470	0.5107451719
471	0.5105070813
472	0.5102636789
473	0.5099205418
474	0.5097331703
475	0.5095598475
476	0.5092533361
477	0.5089256833
478	0.5087432442
479	0.508578616
480	0.5084487118
481	0.5082055813
482	0.5079125647
483	0.5077631151
484	0.5076148486
485	0.5073710856
486	0.5072405944
487	0.5070575201
488	0.5068835928
489	0.5067757742
490	0.5066344981
491	0.5063572609
492	0.5061966891
493	0.5060221068
494	0.5058189077
495	0.5056412214
496	0.5053455447
497	0.5049623905
498	0.5047105527
499	0.5045106591
500	0.5043486757
501	0.5040582679
502	0.5037919874
503	0.5035311178
504	0.5033777159
505	0.5030453437
506	0.502913612
507	0.5026379285
508	0.5023415458
509	0.5020707424
510	0.5018486262
511	0.5017058292
512	0.50159457
513	0.5013394778
514	0.5011461288
515	0.500890254
516	0.5005407932
517	0.500413313
518	0.5001704381
519	0.4999789132
520	0.49975606
521	0.4995732901
522	0.4994293825
523	0.4991869169
524	0.4989792032
525	0.4987065028
526	0.4985238992
527	0.4983341259
528	0.4981995756
529	0.4980428235
530	0.49791715
531	0.4976983302
532	0.4975878082
533	0.4974497879
534	0.4972887758
535	0.4971380681
536	0.4969817832
537	0.4967778801
538	0.496560087
539	0.496387971
540	0.4961904049
541	0.495908822
542	0.4956961554
543	0.4954795434
544	0.4953124745
545	0.4951297417
546	0.4950039645
547	0.4946964321
548	0.4944586483
549	0.494334816
550	0.4940785239
551	0.493942684
552	0.4937767521
553	0.4935731591
554	0.493262849
555	0.4931441296
556	0.4929895038
557	0.4927980789
558	0.4926208527
559	0.4924245047
560	0.4922507944
561	0.4921129226
562	0.4918519506
563	0.4916608363
564	0.4914426566
565	0.4912066793
566	0.4910550339
567	0.4909871235
568	0.4907182173
569	0.490636648
570	0.4904336978
571	0.4902748954
572	0.4901347486
573	0.4899163775
574	0.4897871859
575	0.4896522657
576	0.4894114551
577	0.4891301142
578	0.4890072653
579	0.4888272655
580	0.4885999741
581	0.4882451686
582	0.4879746429
583	0.4878153206
584	0.4876631417
585	0.4874432755
586	0.4873017311
587	0.4871084491
588	0.486894574
589	0.4867984725
590	0.4867039116
591	0.4865236842
592	0.4863461594
593	0.4862244299
594	0.4859651415
595	0.4857087808
596	0.485492638
597	0.4853066313
598	0.4851973277
599	0.485002901
600	0.4848452241
601	0.4846758196
602	0.4844828756
603	0.4843177551
604	0.4842368984
605	0.4840873206
606	0.4839265149
607	0.4837703386
608	0.4836131237
609	0.4835022596
610	0.4833568517
611	0.4831899379
612	0.4829800886
613	0.4828903109
614	0.482671804
615	0.4825483612
616	0.4824117013
617	0.4822839662
618	0.4821043284
619	0.4819004406
620	0.4818175158
621	0.4816643028
622	0.4815184353
623	0.4813240049
624	0.4812490933
625	0.4809913684
626	0.4809176288
627	0.4808553887
628	0.4807586029
629	0.4805653124
630	0.4803173239
631	0.4801599774
632	0.4800145376
633	0.4798587244
634	0.4797069523
635	0.4795969603
636	0.4794484746
637	0.4792833235
638	0.4791340515
639	0.4789649651
640	0.478806217
641	0.4786067899
642	0.4783790491
643	0.4782391676
644	0.4780787994
645	0.47798311
646	0.4779112498
647	0.477809175
648	0.4775931837
649	0.4774404301
650	0.4772452
651	0.4770788159
652	0.47689105
653	0.4767685126
654	0.4765485296
655	0.4764276174
656	0.4761530034
657	0.4760005836
658	0.4757779615
659	0.4755751747
660	0.4754183186
661	0.475270019
662	0.4751511517
663	0.4750132014
664	0.4748898189
665	0.4747249087
666	0.4745429878
667	0.4743720499
668	0.4742566451
669	0.4740865317
670	0.4739496834
671	0.4737608105
672	0.4735964259
673	0.473421817
674	0.4733273397
675	0.4731549282
676	0.4730935851
677	0.4729386846
678	0.4728239776
679	0.472595658
680	0.4724511454
681	0.4722887643
682	0.4720504808
683	0.4718265127
684	0.4717363997
685	0.4715542843
686	0.471277777
687	0.4711197539
688	0.4709980079
689	0.4709084203
690	0.4707833003
691	0.4705583424
692	0.4704364559
693	0.4702253986
694	0.4701232506
695	0.4699888402
696	0.4697469672
697	0.46957911
698	0.469475477
699	0.4694309498
700	0.4693039564
701	0.4691605693
702	0.4690227189
703	0.4688335522
704	0.4687356163
705	0.4686277512
706	0.4684768701
707	0.4682895986
708	0.468177554
709	0.4680621203
710	0.467978128
711	0.4678035625
712	0.4676621946
713	0.4675447695
714	0.4674229757
715	0.4673551383
716	0.4672406094
717	0.4670982068
718	0.466921265
719	0.4668134684
720	0.4667210033
721	0.4665896532
722	0.4664618979
723	0.4663130292
724	0.4662056052
725	0.4660153542
726	0.4659235808
727	0.4657926015
728	0.4656772335
729	0.4654580755
730	0.4653808208
731	0.4652018172
732	0.4650960847
733	0.464964931
734	0.4648601235
735	0.4647343638
736	0.4646315722
737	0.4645674375
738	0.4643571307
739	0.4642812251
740	0.4641473202
741	0.4640570621
742	0.463931811
743	0.4637868006
744	0.4636692491
745	0.4635396569
746	0.4633471427
747	0.4632450081
748	0.4631202775
749	0.46303577
750	0.4628755905
751	0.462739203
752	0.4625486283
753	0.4624422982
754	0.4623931709
755	0.4621971487
756	0.462066381
757	0.4619625545
758	0.461839485
759	0.461767209
760	0.4616252392
761	0.4614798761
762	0.4613794269
763	0.4612715982
764	0.4611611044
765	0.4610528861
766	0.4609545608
767	0.4608220067
768	0.4607260775
769	0.4606316907
770	0.4604771688
771	0.4602228988
772	0.4600540256
773	0.4599151626
774	0.459781061
775	0.4596136431
776	0.4595127815
777	0.4594465721
778	0.4592992407
779	0.4591881176
780	0.4590640651
781	0.4589059037
782	0.4588045436
783	0.4586483235
784	0.4584477962
785	0.4583100132
786	0.4581750677
787	0.4580346783
788	0.4578282596
789	0.4576824679
790	0.4576107689
791	0.4575084831
792	0.4573380026
793	0.457262744
794	0.4570505653
795	0.4569282714
796	0.4568606953
797	0.4567043931
798	0.456598498
799	0.4564690625
800	0.4562464695
801	0.4562129747
802	0.4560601372
803	0.4559115217
804	0.4557842476
805	0.4556309203
806	0.4555214802
807	0.4553874607
808	0.4553081601
809	0.4551696937
810	0.455035287
811	0.4548986738
812	0.4547942005
813	0.454676529
814	0.4545998565
815	0.4544520597
816	0.4543490822
817	0.4542121476
818	0.4541140156
819	0.4540285135
820	0.4539379783
821	0.4538235975
822	0.4537234405
823	0.45357387
824	0.4534003992
825	0.4532814015
826	0.4532225062
827	0.4531729782
828	0.4530931801
829	0.4529660942
830	0.4528847253
831	0.452723306
832	0.4526174151
833	0.4525197701
834	0.4523623286
835	0.4522379959
836	0.4521370382
837	0.4519792053
838	0.4519045851
839	0.4517735082
840	0.4516794401
841	0.4516529915
842	0.4514940488
843	0.4514095672
844	0.4512913695
845	0.4511709742
846	0.4510838441
847	0.4509643482
848	0.4508914836
849	0.4507730181
850	0.4506243558
851	0.4505068554
852	0.4503393996
853	0.4502536188
854	0.4501114125
855	0.4499063551
856	0.4497377889
857	0.4496533909
858	0.4495705844
859	0.4494850248
860	0.4493485031
861	0.4492442369
862	0.4491076132
863	0.4490331496
864	0.448910033
865	0.4488592176
866	0.4487531444
867	0.4486170837
868	0.4484907472
869	0.4484176131
870	0.4483542256
871	0.4482432132
872	0.4481324009
873	0.4480164361
874	0.4478492781
875	0.4477468882
876	0.447633748
877	0.4475399945
878	0.4473961483
879	0.447335634
880	0.4472442277
881	0.4471760987
882	0.4470885016
883	0.4469577642
884	0.446770363
885	0.4466585252
886	0.4465846391
887	0.446475262
888	0.4462964162
889	0.4461470824
890	0.4460438251
891	0.4458855998
892	0.4457532664
893	0.4456318292
894	0.4455622885
895	0.4454507406
896	0.4453751086
897	0.4452971807
898	0.4452177677
899	0.4451285631
900	0.4450032138
901	0.4449082217
902	0.4448216227
903	0.4447115297
904	0.4445126066
905	0.444404176
906	0.4442354013
907	0.4440892073
908	0.44399958
909	0.4439239086
910	0.4437657609
911	0.4436883084
912	0.4436002907
913	0.4435212588
914	0.4434038021
915	0.4432502765
916	0.4431277291
917	0.443076462
918	0.4429794555
919	0.4427828434
920	0.4426492632
921	0.4425566125
922	0.4425129575
923	0.4424146414
924	0.4423742044
925	0.4422273509
926	0.4421359561
927	0.4420524981
928	0.4418779727
929	0.4417761075
930	0.441706823
931	0.4416420762
932	0.4415867171
933	0.441497307
934	0.4414078624
935	0.4412299937
936	0.4411479007
937	0.4410653264
938	0.4409121828
939	0.4407434662
940	0.4406834092
941	0.4406230652
942	0.4405524214
943	0.4403997562
944	0.4402585256
945	0.4401654541
946	0.4400818996
947	0.4399469604
948	0.4398274115
949	0.4397332252
950	0.4396058732
951	0.4395484056
952	0.4394826818
953	0.4394000425
954	0.4393047163
955	0.4391857719
956	0.4390907567
957	0.4389271562
958	0.4388855006
959	0.4388440573
960	0.4386851968
961	0.4385731048
962	0.4384643588
963	0.4383306796
964	0.4382659232
965	0.4381805671
966	0.4381160107
967	0.4380182651
968	0.4379076564
969	0.4378016275
970	0.4376962861
971	0.4376588181
972	0.4375513652
973	0.4374853915
974	0.4374125044
975	0.4373350934
976	0.4372111359
977	0.4370887352
978	0.4369706824
979	0.4368272162
980	0.4367584312
981	0.4366893724
982	0.4365755625
983	0.4363973404
984	0.4363421782
985	0.4362622178
986	0.4362107576
987	0.4361023206
988	0.4360245213
989	0.4359386799
990	0.4358469221
991	0.4357310194
992	0.4356476132
993	0.4355607534
994	0.4354921247
995	0.4353216541
996	0.4351356997
997	0.4350767343
998	0.4349340132
999	0.4348276154
