iter	MultiClass
637	0.479567776
638	0.4794428837
639	0.4793188162
640	0.479147021
641	0.4789544709
642	0.47881002
643	0.4786673717
644	0.4784687978
645	0.4782944047
646	0.4781441573
647	0.4780028773
648	0.4777439798
649	0.4775557881
650	0.4774064657
651	0.4772623546
652	0.4771210771
653	0.4769469889
654	0.4768700428
655	0.4767087075
656	0.476530053
657	0.4764107854
658	0.4762702577
659	0.4761815074
660	0.476091843
661	0.4759352288
662	0.4757471253
663	0.4755717791
664	0.4754043073
665	0.4753044393
666	0.4751851463
667	0.4750531914
668	0.4749319714
669	0.4748277986
670	0.4745949802
671	0.4743765996
672	0.4742545952
673	0.4739978721
674	0.4738780585
675	0.4737240562
676	0.4735232473
677	0.4733581209
678	0.4732335583
679	0.4731264263
680	0.4729682199
681	0.4728259314
682	0.4726658926
683	0.4725467717
684	0.4724234474
685	0.4723268248
686	0.4720565161
687	0.4719105166
688	0.4717616002
689	0.4714839843
690	0.4712330156
691	0.4711220789
692	0.470975863
693	0.4707951473
694	0.4707136031
695	0.4705834898
696	0.4704929622
697	0.4703614296
698	0.4702458799
699	0.470117031
700	0.4700219428
701	0.4699565929
702	0.4698045826
703	0.469622339
704	0.4695660977
705	0.4694050953
706	0.4692134908
707	0.4690947171
708	0.4689700884
709	0.4688273884
710	0.4686862061
711	0.4685398249
712	0.4684382441
713	0.4683066143
714	0.4681584265
715	0.4679471595
716	0.4677900365
717	0.4677115209
718	0.4675797026
719	0.4674110917
720	0.4672281091
721	0.4670689367
722	0.4668648078
723	0.4667309671
724	0.4666346996
725	0.466509877
726	0.4663054859
727	0.466156192
728	0.4658979235
729	0.4657175785
730	0.4656116658
731	0.4654908698
732	0.465362059
733	0.4652296362
734	0.4651295782
735	0.4650379496
736	0.4649352242
737	0.464780994
738	0.4646054868
739	0.4644212802
740	0.464380722
741	0.4642495458
742	0.464121185
743	0.4640345158
744	0.4639307154
745	0.4637262828
746	0.4635735197
747	0.4634618884
748	0.4633837362
749	0.4633229964
750	0.4631897702
751	0.4630297209
752	0.4629437668
753	0.4628804794
754	0.4627642974
755	0.4625849548
756	0.4624886438
757	0.4623747104
758	0.4622604378
759	0.4621555008
760	0.4620382365
761	0.4618174053
762	0.4616016326
763	0.4615526857
764	0.461427507
765	0.4613553514
766	0.4612073507
767	0.4611001498
768	0.4610199076
769	0.4609625709
770	0.4608694078
771	0.4607782652
772	0.4606664698
773	0.4605807861
774	0.4604774677
775	0.4603246147
776	0.4602658252
777	0.4601687334
778	0.4601085529
779	0.4600249181
780	0.4598756501
781	0.4597398509
782	0.459666615
783	0.4595790242
784	0.4594593411
785	0.4593186566
786	0.4591996606
787	0.4590696567
788	0.4589947324
789	0.4588942064
790	0.4588168748
791	0.4587625465
792	0.4586413864
793	0.458512226
794	0.4583721609
795	0.4583106488
796	0.4581744073
797	0.4580567054
798	0.4579948295
799	0.457903668
800	0.4578234074
801	0.4577196697
802	0.457625792
803	0.4573965277
804	0.457264667
805	0.4571252493
806	0.4570397316
807	0.4569369854
808	0.4567956245
809	0.4566296314
810	0.4565628605
811	0.4564953993
812	0.4563708456
813	0.4562997777
814	0.4561868285
815	0.4560591264
816	0.4559265019
817	0.4557691906
818	0.4556339613
819	0.4555566359
820	0.4554465559
821	0.4553134436
822	0.4551188659
823	0.4549748494
824	0.4548170366
825	0.4546884913
826	0.4545723816
827	0.4545013526
828	0.454424135
829	0.4543317538
830	0.4541803778
831	0.454030663
832	0.4538077323
833	0.4536266668
834	0.453490036
835	0.453394463
836	0.4533187314
837	0.4532682476
838	0.453170506
839	0.4530885462
840	0.4529282699
841	0.4528484622
842	0.4526778821
843	0.4525866762
844	0.4525399596
845	0.4524688314
846	0.4523443516
847	0.4521722347
848	0.4520744407
849	0.4520300148
850	0.4518655043
851	0.4517887256
852	0.4517087471
853	0.4516228085
854	0.4515154756
855	0.4514141968
856	0.4512467375
857	0.451162638
858	0.4511063405
859	0.4510451366
860	0.4508827227
861	0.4507315094
862	0.4506166053
863	0.4504989299
864	0.4504400091
865	0.4503519418
866	0.4503009718
867	0.4502173591
868	0.450082855
869	0.4498718401
870	0.4497030924
871	0.4496383677
872	0.449495626
873	0.4493831803
874	0.4492670534
875	0.4491402139
876	0.4490335385
877	0.4489485737
878	0.448872211
879	0.4486954388
880	0.4485840048
881	0.4485019042
882	0.4483792776
883	0.4482319157
884	0.448135115
885	0.4479200489
886	0.44784421
887	0.4477221487
888	0.4475911914
889	0.4474981194
890	0.4474431456
891	0.4473323344
892	0.4472617858
893	0.4471745137
894	0.4470616352
895	0.4469247296
896	0.4467811324
897	0.4465691118
898	0.4463601501
899	0.4462489398
900	0.4461780952
901	0.4460984252
902	0.4459236857
903	0.4458489898
904	0.4457462398
905	0.4456162359
906	0.4454272275
907	0.4453005738
908	0.4451742714
909	0.4450863307
910	0.4449901612
911	0.4448219651
912	0.4446789702
913	0.4446409352
914	0.4445504888
915	0.4444117335
916	0.4443077885
917	0.4441757497
918	0.4441156584
919	0.4440736233
920	0.4440148388
921	0.4439494708
922	0.4438081016
923	0.4437323553
924	0.4435845928
925	0.4435345497
926	0.4433765221
927	0.443294296
928	0.4432266048
929	0.4431532224
930	0.4430716638
931	0.443011643
932	0.4429237162
933	0.4428320025
934	0.4427530353
935	0.4426597464
936	0.4425041017
937	0.4424088695
938	0.4422479065
939	0.4421195948
940	0.4419958445
941	0.4419169405
942	0.4417888418
943	0.4417224042
944	0.4416109431
945	0.4415552264
946	0.4414580794
947	0.4413789524
948	0.4412862277
949	0.4411482817
950	0.4409193366
951	0.4408448563
952	0.4407699028
953	0.4406739194
954	0.4405053887
955	0.4404014802
956	0.4403220986
957	0.4402237407
958	0.4401362265
959	0.4400464245
960	0.4399140441
961	0.4398505597
962	0.4397198615
963	0.4395962684
964	0.4395124128
965	0.4393981948
966	0.4392508809
967	0.4391468423
968	0.4389768479
969	0.438838346
970	0.4387700796
971	0.4386906864
972	0.4385537946
973	0.4384561519
974	0.4384328364
975	0.4383567672
976	0.4382760271
977	0.4381508345
978	0.4381116702
979	0.4379658276
980	0.4379051925
981	0.4377403006
982	0.4376683338
983	0.4375987144
984	0.4375139293
985	0.4373526538
986	0.4372780837
987	0.4372093718
988	0.4370909754
989	0.4370447312
990	0.4369656483
991	0.4368804379
992	0.4367792308
993	0.4366238046
994	0.4365200725
995	0.4363862662
996	0.4362872731
997	0.4362391637
998	0.4361731275
999	0.4360852597
