iter	Passed	Remaining
399	37018	55527
400	37111	55436
401	37205	55345
402	37321	55288
403	37411	55191
404	37489	55076
405	37591	54998
406	37683	54904
407	37792	54835
408	37882	54739
409	37989	54667
410	38084	54578
411	38175	54483
412	38269	54392
413	38362	54300
414	38451	54202
415	38544	54110
416	38633	54012
417	38716	53906
418	38810	53815
419	38895	53712
420	38980	53610
421	39086	53536
422	39175	53438
423	39266	53343
424	39361	53253
425	39451	53157
426	39545	53066
427	39636	52971
428	39727	52877
429	39820	52784
430	39906	52683
431	39993	52583
432	40104	52515
433	40202	52429
434	40301	52345
435	40405	52267
436	40503	52181
437	40604	52099
438	40699	52009
439	40797	51924
440	40906	51851
441	40992	51750
442	41094	51669
443	41192	51583
444	41308	51519
445	41408	51436
446	41502	51343
447	41612	51272
448	41699	51172
449	41792	51080
450	41874	50973
451	41960	50872
452	42042	50767
453	42126	50662
454	42212	50562
455	42297	50459
456	42392	50370
457	42482	50274
458	42568	50172
459	42654	50072
460	42733	49964
461	42821	49865
462	42904	49761
463	42989	49660
464	43076	49561
465	43156	49453
466	43248	49360
467	43333	49259
468	43421	49161
469	43506	49060
470	43594	48963
471	43686	48869
472	43773	48770
473	43862	48673
474	43944	48570
475	44034	48475
476	44118	48373
477	44208	48278
478	44295	48179
479	44376	48074
480	44467	47980
481	44578	47907
482	44665	47809
483	44757	47717
484	44849	47623
485	44933	47522
486	45020	47424
487	45107	47326
488	45202	47236
489	45300	47149
490	45389	47053
491	45481	46960
492	45578	46872
493	45659	46768
494	45742	46666
495	45827	46567
496	45910	46464
497	46003	46372
498	46092	46277
499	46189	46189
500	46273	46089
501	46358	45989
502	46448	45894
503	46540	45801
504	46637	45713
505	46727	45619
506	46822	45529
507	46921	45443
508	47027	45364
509	47133	45285
510	47230	45197
511	47322	45104
512	47433	45029
513	47533	44944
514	47630	44856
515	47730	44770
516	47835	44689
517	47932	44601
518	48033	44516
519	48133	44431
520	48237	44349
521	48329	44255
522	48416	44158
523	48519	44075
524	48606	43977
525	48694	43880
526	48786	43787
527	48880	43695
528	48964	43595
529	49059	43505
530	49156	43416
531	49237	43314
532	49325	43218
533	49414	43121
534	49502	43025
535	49591	42930
536	49680	42834
537	49762	42732
538	49856	42641
539	49947	42548
540	50042	42457
541	50135	42365
542	50219	42265
543	50302	42165
544	50383	42063
545	50468	41965
546	50577	41885
547	50675	41798
548	50757	41697
549	50851	41605
550	50943	41513
551	51038	41422
552	51120	41321
553	51211	41228
554	51306	41137
555	51410	41054
556	51521	40976
557	51630	40896
558	51726	40807
559	51825	40719
560	51927	40634
561	52034	40553
562	52124	40458
563	52216	40365
564	52311	40275
565	52398	40178
566	52500	40093
567	52590	39998
568	52690	39911
569	52773	39811
570	52870	39722
571	52967	39633
572	53057	39538
573	53151	39446
574	53238	39350
575	53333	39259
576	53425	39166
577	53515	39071
578	53606	38978
579	53710	38894
580	53808	38805
581	53900	38712
582	53996	38621
583	54097	38535
584	54184	38438
585	54277	38346
586	54364	38249
587	54466	38163
588	54564	38074
589	54667	37989
590	54765	37899
591	54854	37805
592	54952	37715
593	55048	37625
594	55135	37528
595	55236	37442
596	55331	37350
597	55439	37268
598	55528	37173
599	55610	37073
600	55700	36979
601	55793	36886
602	55886	36794
603	55973	36697
604	56067	36606
605	56156	36510
606	56251	36419
607	56343	36326
608	56437	36234
609	56551	36155
610	56668	36078
611	56766	35989
612	56858	35895
613	56942	35797
614	57027	35700
615	57115	35604
616	57204	35509
617	57297	35416
618	57387	35322
619	57465	35220
620	57558	35128
621	57645	35032
622	57736	34938
623	57836	34850
624	57921	34753
625	58030	34670
626	58132	34582
627	58212	34482
628	58309	34392
629	58389	34292
630	58482	34200
631	58564	34100
632	58645	34001
633	58731	33905
634	58818	33808
635	58906	33714
636	59004	33624
637	59093	33529
638	59175	33430
639	59265	33336
640	59351	33240
641	59444	33148
642	59528	33050
643	59617	32956
644	59695	32855
645	59791	32764
646	59879	32669
647	59966	32574
648	60058	32481
649	60147	32386
650	60242	32296
651	60342	32207
652	60448	32121
653	60553	32036
654	60638	31939
655	60727	31845
656	60822	31753
657	60925	31666
658	61010	31570
659	61103	31477
660	61199	31386
661	61308	31302
662	61409	31214
663	61509	31125
664	61604	31033
665	61703	30944
666	61802	30855
667	61895	30762
668	61978	30665
669	62072	30572
670	62173	30484
671	62271	30394
672	62359	30299
673	62468	30214
674	62567	30125
675	62651	30028
676	62742	29934
677	62839	29844
678	62929	29749
679	63010	29651
680	63095	29555
681	63188	29463
682	63284	29372
683	63373	29277
684	63458	29181
685	63547	29087
686	63634	28992
687	63729	28900
688	63817	28805
689	63907	28712
690	64000	28619
691	64083	28522
692	64172	28428
693	64266	28336
694	64356	28242
695	64444	28148
696	64534	28054
697	64624	27960
698	64712	27866
699	64796	27769
700	64880	27673
701	64967	27578
702	65049	27481
703	65136	27386
704	65225	27292
705	65318	27200
706	65409	27107
707	65507	27017
708	65596	26923
709	65688	26830
710	65778	26736
711	65869	26643
712	65965	26552
713	66047	26455
714	66133	26360
715	66221	26266
716	66322	26177
717	66412	26084
718	66495	25987
719	66583	25893
720	66673	25800
721	66768	25708
722	66874	25621
723	66974	25531
724	67060	25436
725	67143	25340
726	67251	25253
727	67342	25161
728	67440	25070
729	67530	24977
730	67623	24884
731	67716	24792
732	67817	24703
733	67923	24615
734	68013	24521
735	68112	24431
736	68203	24338
737	68302	24248
738	68407	24160
739	68500	24067
740	68590	23974
741	68684	23882
742	68782	23791
743	68880	23700
744	68967	23606
745	69065	23515
746	69170	23427
747	69265	23335
748	69363	23244
749	69445	23148
750	69544	23058
751	69643	22967
752	69737	22875
753	69835	22784
754	69919	22688
755	70011	22596
756	70110	22505
757	70194	22410
758	70281	22315
759	70377	22224
760	70465	22130
761	70558	22037
762	70647	21944
763	70735	21850
764	70828	21757
765	70914	21663
766	71007	21570
767	71096	21477
768	71189	21384
769	71278	21291
770	71377	21200
771	71476	21109
772	71574	21018
773	71661	20924
774	71759	20833
775	71871	20746
776	71961	20653
777	72053	20560
778	72144	20467
779	72229	20372
780	72321	20279
781	72413	20186
782	72503	20093
783	72595	20000
784	72680	19906
785	72773	19813
786	72864	19720
787	72944	19624
788	73027	19529
789	73117	19436
790	73198	19340
791	73284	19246
792	73377	19154
793	73468	19061
794	73566	18969
795	73647	18874
796	73728	18778
797	73816	18685
798	73909	18593
799	73988	18497
800	74073	18402
801	74161	18309
802	74245	18214
803	74359	18127
804	74457	18036
805	74547	17943
806	74634	17849
807	74723	17756
808	74820	17664
809	74908	17571
810	75004	17479
811	75095	17386
812	75190	17294
813	75287	17203
814	75382	17111
815	75479	17019
816	75587	16930
817	75688	16840
818	75789	16749
819	75880	16656
820	75974	16564
821	76070	16472
822	76168	16381
823	76269	16290
824	76375	16200
825	76473	16109
826	76566	16016
827	76650	15922
828	76743	15830
829	76831	15736
830	76923	15643
831	77006	15549
832	77093	15455
833	77186	15363
834	77272	15269
835	77363	15176
836	77450	15083
837	77531	14988
838	77618	14894
839	77710	14801
840	77800	14708
841	77886	14615
842	77979	14522
843	78077	14431
844	78162	14337
845	78246	14243
846	78345	14152
847	78440	14060
848	78528	13966
849	78610	13872
850	78709	13781
851	78801	13688
852	78897	13596
853	78983	13502
854	79071	13409
855	79165	13317
856	79250	13223
857	79339	13130
858	79419	13036
859	79508	12943
860	79595	12849
861	79677	12755
862	79776	12664
863	79863	12571
864	79946	12477
865	80040	12384
866	80123	12291
867	80206	12197
868	80292	12103
869	80388	12012
870	80491	11921
871	80583	11828
872	80683	11737
873	80784	11646
874	80877	11553
875	80971	11461
876	81063	11369
877	81164	11277
878	81248	11184
879	81341	11092
880	81430	10999
881	81532	10907
882	81638	10817
883	81742	10726
884	81835	10634
885	81932	10542
886	82037	10451
887	82133	10359
888	82225	10266
889	82328	10175
890	82417	10082
891	82512	9990
892	82600	9897
893	82688	9804
894	82788	9712
895	82885	9620
896	82985	9528
897	83087	9437
898	83184	9345
899	83286	9254
900	83373	9160
901	83455	9067
902	83536	8973
903	83617	8879
904	83703	8786
905	83798	8694
906	83882	8600
907	83969	8507
908	84056	8414
909	84132	8320
910	84235	8229
911	84322	8136
912	84415	8043
913	84498	7950
914	84583	7857
915	84671	7764
916	84765	7672
917	84849	7579
918	84942	7486
919	85034	7394
920	85121	7301
921	85208	7208
922	85312	7117
923	85403	7024
924	85494	6932
925	85576	6838
926	85663	6745
927	85761	6653
928	85841	6560
929	85925	6467
930	86013	6374
931	86099	6281
932	86185	6189
933	86272	6096
934	86370	6004
935	86464	5912
936	86567	5820
937	86672	5728
938	86778	5637
939	86889	5546
940	87008	5455
941	87113	5363
942	87208	5271
943	87322	5180
944	87426	5088
945	87522	4996
946	87623	4903
947	87713	4811
948	87827	4719
949	87923	4627
950	88023	4535
951	88125	4443
952	88225	4351
953	88328	4259
954	88433	4167
955	88530	4074
956	88622	3982
957	88718	3889
958	88817	3797
959	88925	3705
960	89030	3613
961	89125	3520
962	89221	3428
963	89330	3335
964	89434	3243
965	89544	3151
966	89651	3059
967	89749	2966
968	89846	2874
969	89949	2781
970	90035	2689
971	90130	2596
972	90230	2503
973	90323	2411
974	90405	2318
975	90495	2225
976	90591	2132
977	90681	2039
978	90766	1946
979	90866	1854
980	90975	1762
981	91066	1669
982	91151	1576
983	91247	1483
984	91337	1390
985	91439	1298
986	91528	1205
987	91612	1112
988	91697	1019
989	91787	927
990	91877	834
991	91967	741
992	92060	648
993	92143	556
994	92241	463
995	92332	370
996	92425	278
997	92512	185
998	92604	92
999	92692	0
